Date,Close,High,Low,Open,Volume
2015-01-02,0.015314979243667162,24.78980179223696,23.87998139150813,24.778678625376525,212818400
2015-01-05,0.012436950430690027,24.16916607950061,23.448429352699723,24.089084032394183,257142000
2015-01-06,0.012446300454978437,23.89777802149258,23.274918008457785,23.699797868903328,263188400
2015-01-07,0.013838572752042255,24.06905959852298,23.73538501057401,23.846609873223667,160423600
2015-01-08,0.017707103238289196,24.947741436209547,24.180288730141065,24.29818853097625,237458000
2015-01-09,0.017819207385541727,25.19242880009536,24.51618150105212,25.063407565368912,214798000
2015-01-12,0.015240243145498808,25.054520636136424,24.202539182688724,25.04784741360885,198603200
2015-01-13,0.016146602612190072,25.092330444797703,24.227001123216635,24.78757370102578,268367600
2015-01-14,0.015754198036719236,24.57848275308722,24.13580803936656,24.25593115861311,195826400
2015-01-15,0.012969581334435154,24.48282175865421,23.726493879364345,24.469475315208918,240056000
2015-01-16,0.012194010039538516,23.931147738638376,23.40171617608169,23.80879968078104,314053200
2015-01-20,0.014744972278820434,24.240348687400143,23.690897552432435,23.988979392447472,199599600
2015-01-21,0.015520567609769262,24.705273190593893,24.08463807142108,24.235903996851988,194303600
2015-01-22,0.018183666044373298,25.018926442594392,24.40718956191167,24.52731264395913,215185600
2015-01-23,0.018725614924337317,25.30365745231713,24.80981876719715,24.981106014205256,185859200
2015-01-26,0.01883775913167679,25.43935625129226,25.09233514747617,25.3014367806478,222460000
2015-01-27,0.01513741691437824,25.021144940628663,24.253692397895797,25.007796803528414,382274800
2015-01-28,0.020902816552603593,26.275763549784088,25.650678634643555,26.166761956683068,585908400
2015-01-29,0.024257408171664857,26.513786602486174,25.70629291293627,25.875355200415918,337745600
2015-01-30,0.0226315294837032,26.69397428927985,25.993257124754823,26.338054971520894,334982000
2015-02-02,0.024005077696137994,26.50932896805157,25.821960245304005,26.26018640314153,250956400
2015-02-03,0.0240238097927844,26.491542057577952,26.16231735133231,26.36029750908792,207662800
2015-02-04,0.024874109173832024,26.807416665129097,26.31802625493535,26.360292245507747,280598800
2015-02-05,0.025671505204085704,26.850682501188462,26.63182066759936,26.803782198105004,168984800
2015-02-06,0.02472402005215664,26.8551504836002,26.453160023509596,26.80378437331176,174826400
2015-02-09,0.025465139672297285,26.763587934082143,26.44869679621969,26.475496730787643,155559200
2015-02-10,0.027622808002178645,27.279480012235624,26.835058348126257,26.83729039844191,248034000
2015-02-11,0.030305784251915144,27.89809155998224,27.3576390185011,27.417936738478385,294247200
2015-02-12,0.03178799144412686,28.46980908453516,28.0432524624839,28.152682532032056,297898000
2015-02-13,0.03236966390628633,28.42515230506543,28.06112873003708,28.42515230506543,217088800
2015-02-17,0.033073223188925555,28.782472190621917,28.344748442965244,28.47204515109199,252609600
2015-02-18,0.03390813949659374,28.760137549027505,28.4631113340549,28.503310383478677,179566800
2015-02-19,0.03365485559099805,28.815971892090445,28.659643188874703,28.69314097966731,149449600
2015-02-20,0.03463986102034164,28.92093276977539,28.597108335362325,28.724403333073504,195793600
2015-02-23,0.03792324984090137,29.702579498291016,28.956665913703063,29.037064009555703,283896400
2015-02-24,0.03714465801545053,29.836587615073388,29.29389943144446,29.689190487894084,276912400
2015-02-25,0.03397378996704739,29.38992082288073,28.619437685343005,29.38098580834458,298846800
2015-02-26,0.0355028995090316,29.226885299879395,28.275510840684824,28.76236342926009,365150000
2015-02-27,0.033664261699408185,29.159902278224838,28.639548277378903,29.032603841066763,248059200
2015-03-02,0.03425522008971697,29.09512521848601,28.65293743705681,28.865098017539392,192386800
2015-03-03,0.03450852803136481,28.92540075601625,28.60604041608979,28.80033780612134,151265200
2015-03-04,0.03373927821818501,28.934334347098385,28.65741019840567,28.831605520231744,126665200
2015-03-05,0.03174112114242396,28.753441952416384,28.08569259308632,28.71547665157921,226068400
2015-03-06,0.03191932443310372,28.89189600988093,28.197348609489687,28.67526792411324,291368400
2015-03-09,0.03242594031639939,28.93657276126292,27.9293626172482,28.57701331121928,354114000
2015-03-10,0.0299587036587919,28.41174975782724,27.64796944643004,28.2308548693003,275426400
2015-03-11,0.02782918154598446,27.864594577511763,27.27054381992919,27.860128773496797,275756000
2015-03-12,0.029902387188591922,27.89362361664729,27.163341252463685,27.315204121479333,193450800
2015-03-13,0.029095633122032408,28.00529277579924,27.37550875570161,27.78196508492979,207309200
